Institution,Category_Institution,Accreditation,DateEstablished,Region,Location,Province,Lecture,Student,Category_Total_Student,QS_WUR_Ranking_2024,QS_Asia_Ranking_2024,THE_WUR_Ranking_2024,Member_ASEAN_University_Network
Akademi Administrasi Rumah Sakit Mataram,Akademi,Tidak Terakreditasi,4/14/2016,8,Mataram,Nusa Tenggara Barat,8,81,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Ilmu Pelayaran Nusa Tenggara,Akademi,Baik,8/20/2019,8,Mataram,Nusa Tenggara Barat,12,148,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Kesehatan Gigi Karya Adi Husada Mataram,Akademi,Baik,4/6/2009,8,Mataram,Nusa Tenggara Barat,7,152,Extra Small,Unranked,Unranked,Unranked ,No
Politeknik Medica Farma Husada Mataram,Politeknik,Baik,9/25/2009,8,Mataram,Nusa Tenggara Barat,53,838,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Administrasi Mataram,Sekolah,Baik,5/20/1986,8,Mataram,Nusa Tenggara Barat,17,455,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Ekonomi 45 Mataram,Sekolah,Baik,5/20/1984,8,Mataram,Nusa Tenggara Barat,16,395,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Ekonomi AMM,Sekolah,Baik,4/17/1983,8,Mataram,Nusa Tenggara Barat,48,729,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Ekonomi Nasional,Sekolah,Baik,8/1/1955,8,Mataram,Nusa Tenggara Barat,10,278,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Kusuma Bangsa,Sekolah,Baik,4/30/2019,8,Mataram,Nusa Tenggara Barat,9,206,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Mataram,Sekolah,Baik Sekali,2/23/2000,8,Mataram,Nusa Tenggara Barat,42,592,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Yarsi Mataram,Sekolah,Baik,12/29/2005,8,Mataram,Nusa Tenggara Barat,63,1410,Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Pariwisata Mataram,Sekolah,Baik,7/26/2017,8,Mataram,Nusa Tenggara Barat,35,1225,Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Teknik Lingkungan Mataram,Sekolah,Baik,9/27/2005,8,Mataram,Nusa Tenggara Barat,18,169,Extra Small,Unranked,Unranked,Unranked ,No
Universitas 45 Mataram,Universitas,Baik,9/17/1982,8,Mataram,Nusa Tenggara Barat,56,906,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Bumigora,Universitas,Baik Sekali,12/28/2018,8,Mataram,Nusa Tenggara Barat,172,3173,Small,Unranked,Unranked,Unranked ,No
Universitas Islam Al-azhar,Universitas,Baik,8/19/1984,8,Mataram,Nusa Tenggara Barat,216,2089,Small,Unranked,Unranked,Unranked ,No
Universitas Muhammadiyah Mataram,Universitas,Baik Sekali,8/8/1986,8,Mataram,Nusa Tenggara Barat,335,7494,Small Medium,Unranked,Unranked,Unranked ,No
Universitas Nahdlatul Ulama Nusa Tenggara Barat,Universitas,Baik,10/17/2014,8,Mataram,Nusa Tenggara Barat,92,3445,Small,Unranked,Unranked,Unranked ,No
Universitas Nahdlatul Wathan Mataram,Universitas,Baik Sekali,6/22/1991,8,Mataram,Nusa Tenggara Barat,180,3622,Small,Unranked,Unranked,Unranked ,No
Universitas Pendidikan Mandalika,Universitas,Baik Sekali,10/10/2019,8,Mataram,Nusa Tenggara Barat,305,6924,Small Medium,Unranked,Unranked,Unranked ,No
Universitas Teknologi Mataram,Universitas,Baik,7/29/2019,8,Mataram,Nusa Tenggara Barat,78,1739,Small,Unranked,Unranked,Unranked ,No
Akademi Komunitas Olat Maras,Akademi,Baik,6/9/2016,8,Sumbawa,Nusa Tenggara Barat,6,244,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Griya Husada Sumbawa,Sekolah,Baik,1/19/2016,8,Sumbawa,Nusa Tenggara Barat,29,509,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Paracendekia N W Sumbawa,Sekolah,Baik,1/10/2013,8,Sumbawa,Nusa Tenggara Barat,21,177,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Samawa,Universitas,Baik,12/29/1998,8,Sumbawa,Nusa Tenggara Barat,127,1941,Small,Unranked,Unranked,Unranked ,No
Universitas Teknologi Sumbawa,Universitas,Baik Sekali,3/14/2013,8,Sumbawa,Nusa Tenggara Barat,241,4314,Small,Unranked,Unranked,Unranked ,No
Universitas Cordova,Universitas,Baik,6/17/2009,8,Sumbawa Barat,Nusa Tenggara Barat,90,1569,Small,Unranked,Unranked,Unranked ,No
Institut Keguruan dan Ilmu Pendidikan Saraswati,Institut,Baik Sekali,12/16/1989,8,Tabanan,Bali,43,300,Extra Small,Unranked,Unranked,Unranked ,No
Politeknik Internasional Bali,Politeknik,Baik Sekali,3/1/2017,8,Tabanan,Bali,20,179,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Advaita Medika Tabanan,Sekolah,Baik,8/3/2009,8,Tabanan,Bali,21,99,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Sosial dan Ilmu Politik Margarana,Sekolah,Baik,7/31/1981,8,Tabanan,Bali,12,217,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Tabanan,Universitas,Baik Sekali,8/26/1981,8,Tabanan,Bali,69,1319,Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Administrasi Al Ghazali Barru,Sekolah,Baik,1/4/1968,9,Barru,Sulawesi Selatan,28,1882,Small,Unranked,Unranked,Unranked ,No
Universitas Muhammadiyah Barru,Universitas,Tidak Terakreditasi,10/10/2023,9,Barru,Sulawesi Selatan,16,374,Extra Small,Unranked,Unranked,Unranked ,No
Institut Kesehatan dan Teknologi Buton Raya,Institut,Baik,10/13/2021,9,Bau-Bau,Sulawesi Tenggara,19,115,Extra Small,Unranked,Unranked,Unranked ,No
Politeknik Baubau,Politeknik,Baik,9/4/2017,9,Bau-Bau,Sulawesi Tenggara,65,814,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan IST Buton,Sekolah,Baik,10/16/2009,9,Bau-Bau,Sulawesi Tenggara,20,410,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Pelita Nusantara Buton,Sekolah,Tidak Terakreditasi,9/1/2014,9,Bau-Bau,Sulawesi Tenggara,39,1124,Small,Unranked,Unranked,Unranked ,No
Universitas Dayanu Ikhsanuddin,Universitas,Baik Sekali,1/23/1982,9,Bau-Bau,Sulawesi Tenggara,196,5264,Small Medium,Unranked,Unranked,Unranked ,No
Universitas Muhammadiyah Buton,Universitas,Baik,7/10/2001,9,Bau-Bau,Sulawesi Tenggara,187,6987,Small Medium,Unranked,Unranked,Unranked ,No
Universitas Muslim Buton,Universitas,Baik,5/20/2019,9,Bau-Bau,Sulawesi Tenggara,75,850,Extra Small,Unranked,Unranked,Unranked ,No
Politeknik Bombana,Politeknik,Tidak Terakreditasi,12/20/2021,9,Bombana,Sulawesi Tenggara,33,543,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Kebidanan Batari Toja,Akademi,Baik,1/15/2001,9,Bone,Sulawesi Selatan,8,129,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Keperawatan Batari Toja Watampone,Akademi,Baik,1/15/2001,9,Bone,Sulawesi Selatan,25,306,Extra Small,Unranked,Unranked,Unranked ,No
Institut Teknologi dan Bisnis Arungpalakka,Institut,Tidak Terakreditasi,3/7/2022,9,Bone,Sulawesi Selatan,14,9,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Andi Sudirman,Universitas,Baik Sekali,3/15/2023,9,Bone,Sulawesi Selatan,39,941,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Cahaya Prima Bone,Universitas,Tidak Terakreditasi,8/9/2023,9,Bone,Sulawesi Selatan,71,1186,Small,Unranked,Unranked,Unranked ,No
Universitas H Andi Rochamzan Bone,Universitas,Coming Soon ,,9,Bone,Sulawesi Selatan,36,506,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Muhammadiyah Bone,Universitas,Baik Sekali,11/26/2020,9,Bone,Sulawesi Selatan,99,2375,Small,Unranked,Unranked,Unranked ,No
Universitas Sipatokkong Mambo,Universitas,Tidak Terakreditasi,11/11/2022,9,Bone,Sulawesi Selatan,40,0,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Kebidanan Tahirah Al-Baeti Bulukumba,Akademi,Baik,12/14/2007,9,Bulukumba,Sulawesi Selatan,11,52,Extra Small,Unranked,Unranked,Unranked ,No
Institut Teknologi dan Bisnis Bina Adinata,Institut,Baik,7/12/2022,9,Bulukumba,Sulawesi Selatan,23,368,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Panrita Husada,Sekolah,Baik,3/12/2009,9,Bulukumba,Sulawesi Selatan,50,766,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Muhammadiyah Bulukumba,Universitas,Baik,5/21/2019,9,Bulukumba,Sulawesi Selatan,68,2088,Small,Unranked,Unranked,Unranked ,No
Institut Teknologi Kelautan Buton,Institut,Tidak Terakreditasi,1/17/2022,9,Buton,Sulawesi Tenggara,0,114,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Kebidanan Sumber Kasih Enrekang,Akademi,Tidak Terakreditasi,8/28/2008,9,Enrekang,Sulawesi Selatan,2,0,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Muhammadiyah Enrekang,Universitas,Baik,2/19/2020,9,Enrekang,Sulawesi Selatan,78,1353,Small,Unranked,Unranked,Unranked ,No
Institut Teknologi dan Bisnis Gowa,Institut,Tidak Terakreditasi,1/17/2022,9,Gowa,Sulawesi Selatan,0,0,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Patria Artha,Universitas,Baik,7/21/2009,9,Gowa,Sulawesi Selatan,57,1451,Small,Unranked,Unranked,Unranked ,No
Universitas Syekh Yusuf Al Makassari Gowa,Universitas,Tidak Terakreditasi,8/29/2022,9,Gowa,Sulawesi Selatan,46,223,Extra Small,Unranked,Unranked,Unranked ,No
Institut Turatea Indonesia,Institut,Tidak Terakreditasi,3/11/2022,9,Jeneponto,Sulawesi Selatan,48,1129,Small,Unranked,Unranked,Unranked ,No
Akademi Manajemen Informatika dan Komputer Global,Akademi,Tidak Terakreditasi,3/15/1999,9,Kendari,Sulawesi Tenggara,18,14,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Manajemen Informatika dan Komputer Milan Kendari,Akademi,Tidak Terakreditasi,11/10/1997,9,Kendari,Sulawesi Tenggara,2,0,Extra Small,Unranked,Unranked,Unranked ,No
Institut Dharma Bharata Grup,Institut,Baik,10/18/2022,9,Kendari,Sulawesi Tenggara,28,144,Extra Small,Unranked,Unranked,Unranked ,No
Institut Mekongga,Institut,Tidak Terakreditasi,10/6/2022,9,Kendari,Sulawesi Tenggara,7,0,Extra Small,Unranked,Unranked,Unranked ,No
Institut Sains Teknologi dan Kesehatan Aisyiyah Kendari,Institut,Tidak Terakreditasi,1/26/2022,9,Kendari,Sulawesi Tenggara,16,53,Extra Small,Unranked,Unranked,Unranked ,No
Institut Teknologi dan Kesehatan Avicenna,Institut,Baik,9/13/2018,9,Kendari,Sulawesi Tenggara,70,456,Extra Small,Unranked,Unranked,Unranked ,No
Politeknik Bina Husada Kendari,Politeknik,Baik,5/20/2018,9,Kendari,Sulawesi Tenggara,36,603,Extra Small,Unranked,Unranked,Unranked ,No
Politeknik Indotec Kendari,Politeknik,Tidak Terakreditasi,7/14/2009,9,Kendari,Sulawesi Tenggara,11,126,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Ekonomi Enam Enam Kendari,Sekolah,Baik Sekali,10/11/1994,9,Kendari,Sulawesi Tenggara,70,2782,Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Budi Mulia,Sekolah,Tidak Terakreditasi,10/17/2014,9,Kendari,Sulawesi Tenggara,11,102,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Karya Kesehatan,Sekolah,Baik,6/11/2012,9,Kendari,Sulawesi Tenggara,25,468,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Pelita Ibu,Sekolah,Baik,5/13/2019,9,Kendari,Sulawesi Tenggara,35,253,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Komputer 22 Januari Kendari,Sekolah,Baik,12/28/2018,9,Kendari,Sulawesi Tenggara,11,511,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Pertanian Kendari,Sekolah,Baik,1/8/1994,9,Kendari,Sulawesi Tenggara,11,311,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Manajemen Informatika dan Komputer Catur Sakti Kendari,Sekolah,Baik,4/28/2002,9,Kendari,Sulawesi Tenggara,36,564,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Mandala Waluya,Universitas,Baik,11/9/2020,9,Kendari,Sulawesi Tenggara,144,3651,Small,Unranked,Unranked,Unranked ,No
Universitas Muhammadiyah Kendari,Universitas,Baik Sekali,8/30/2001,9,Kendari,Sulawesi Tenggara,182,6035,Small Medium,Unranked,Unranked,Unranked ,No
Universitas Nahdlatul Ulama Sulawesi Tenggara,Universitas,Baik,10/17/2014,9,Kendari,Sulawesi Tenggara,78,2036,Small,Unranked,Unranked,Unranked ,No
Universitas Sulawesi Tenggara,Universitas,Baik,8/13/1986,9,Kendari,Sulawesi Tenggara,155,3909,Small,Unranked,Unranked,Unranked ,No
Institut Teknologi Sains dan Bisnis Muhammadiyah Selayar,Institut,Tidak Terakreditasi,2/21/2022,9,Kepulauan Selayar,Sulawesi Selatan,14,176,Extra Small,Unranked,Unranked,Unranked ,No
Institut Kesehatan dan Teknologi Bisnis Menara Bunda Kolaka,Institut,Tidak Terakreditasi,9/16/2022,9,Kolaka,Sulawesi Tenggara,12,81,Extra Small,Unranked,Unranked,Unranked ,No
Institut Teknologi dan Bisnis Muhammadiyah Kolaka,Institut,Tidak Terakreditasi,2/17/2022,9,Kolaka,Sulawesi Tenggara,8,44,Extra Small,Unranked,Unranked,Unranked ,No
Politeknik Teknokrat Internasional Kolaka,Politeknik,Tidak Terakreditasi,4/20/2021,9,Kolaka,Sulawesi Tenggara,9,73,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Sains Islam Al Mawaddah Warrahmah Kolaka,Universitas,Tidak Terakreditasi,6/7/2022,9,Kolaka,Sulawesi Tenggara,10,31,Extra Small,Unranked,Unranked,Unranked ,No
Institut Teknologi dan Sains Muhammadiyah Kolaka Utara,Institut,Baik,2/21/2022,9,Kolaka Utara,Sulawesi Tenggara,16,130,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Kebidanan Konawe,Akademi,Tidak Terakreditasi,4/4/2005,9,Konawe,Sulawesi Tenggara,15,75,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Kesehatan Konawe,Akademi,Tidak Terakreditasi,1/12/2023,9,Konawe,Sulawesi Tenggara,0,0,Extra Small,Unranked,Unranked,Unranked ,No
Politeknik Tridaya Virtu Morosi,Politeknik,Tidak Terakreditasi,1/13/2023,9,Konawe,Sulawesi Tenggara,0,0,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Lakidende Unaaha,Universitas,Baik,6/4/1995,9,Konawe,Sulawesi Tenggara,122,1435,Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Datu Kamanre,Sekolah,Baik,9/16/2015,9,Luwu,Sulawesi Selatan,15,62,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Teknik Soroako,Akademi,Tidak Terakreditasi,9/9/1993,9,Luwu Timur,Sulawesi Selatan,25,311,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Bataraguru Soroaka,Sekolah,Baik,11/2/2009,9,Luwu Timur,Sulawesi Selatan,19,343,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Manajemen Informatika dan Komputer Tomakaka,Akademi,Tidak Terakreditasi,9/26/2001,9,Majene,Sulawesi Selatan,7,178,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Ekonomi Yapman Majene,Sekolah,Tidak Terakreditasi,12/31/1990,9,Majene,Sulawesi Selatan,20,184,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Bina Bangsa Majene,Sekolah,Baik,6/15/2004,9,Majene,Sulawesi Selatan,23,932,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Marendeng Majene,Sekolah,Baik,9/7/2007,9,Majene,Sulawesi Selatan,23,336,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Bahasa Asing UMI Makassar,Akademi,Tidak Terakreditasi,6/23/1954,9,Makassar,Sulawesi Selatan,5,63,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Farmasi Yamasi Makassar,Akademi,Baik,8/30/2012,9,Makassar,Sulawesi Selatan,20,377,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Ilmu Gizi YPAG Makassar,Akademi,Tidak Terakreditasi,12/23/1975,9,Makassar,Sulawesi Selatan,7,45,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Kebidanan Haji Amirullah,Akademi,Tidak Terakreditasi,4/6/2009,9,Makassar,Sulawesi Selatan,9,0,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Keperawatan Mappa Oudang Makassar,Akademi,Baik,6/13/2012,9,Makassar,Sulawesi Selatan,15,419,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Maritim Indonesia AIPI,Akademi,Baik,12/9/1978,9,Makassar,Sulawesi Selatan,20,221,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Sekretari dan Manajemen Indonesia Publik,Akademi,Tidak Terakreditasi,7/1/1979,9,Makassar,Sulawesi Selatan,10,218,Extra Small,Unranked,Unranked,Unranked ,No
Institut Amkop Makassar,Institut,Coming Soon ,,9,Makassar,Sulawesi Selatan,111,2596,Small,Unranked,Unranked,Unranked ,No
Institut Bisnis dan Keuangan Nitro,Institut,Baik Sekali,6/11/2019,9,Makassar,Sulawesi Selatan,50,1004,Small,Unranked,Unranked,Unranked ,No
Institut Ilmu Kesehatan Pelamonia Kesdam XIV/Hasanuddin,Institut,Baik Sekali,10/6/2020,9,Makassar,Sulawesi Selatan,79,2956,Small,Unranked,Unranked,Unranked ,No
Institut Teknologi Amanna Gappa,Institut,Tidak Terakreditasi,2/15/2022,9,Makassar,Sulawesi Selatan,18,48,Extra Small,Unranked,Unranked,Unranked ,No
Institut Teknologi dan Bisnis Kalla,Institut,Baik,7/5/2019,9,Makassar,Sulawesi Selatan,35,155,Extra Small,Unranked,Unranked,Unranked ,No
Institut Teknologi dan Bisnis Maritim Balik Diwa,Institut,Baik Sekali,4/5/2021,9,Makassar,Sulawesi Selatan,42,728,Extra Small,Unranked,Unranked,Unranked ,No
Institut Teknologi dan Bisnis Nobel Indonesia,Institut,Baik Sekali,7/5/2021,9,Makassar,Sulawesi Selatan,133,1756,Small,Unranked,Unranked,Unranked ,No
Institut Teknologi dan Kesehatan Tri Tunas Nasional,Institut,Tidak Terakreditasi,9/21/2020,9,Makassar,Sulawesi Selatan,25,165,Extra Small,Unranked,Unranked,Unranked ,No
Institut Teknologi dan Sains Prof. Dr. H. M. Arifin Sallatang,Institut,Tidak Terakreditasi,3/7/2022,9,Makassar,Sulawesi Selatan,0,0,Extra Small,Unranked,Unranked,Unranked ,No
Politeknik Bosowa,Politeknik,Baik,4/17/2013,9,Makassar,Sulawesi Selatan,33,142,Extra Small,Unranked,Unranked,Unranked ,No
Politeknik Indonesia,Politeknik,Tidak Terakreditasi,9/23/2019,9,Makassar,Sulawesi Selatan,19,83,Extra Small,Unranked,Unranked,Unranked ,No
Politeknik Kesehatan Megarezky,Politeknik,Baik,1/31/2022,9,Makassar,Sulawesi Selatan,19,17,Extra Small,Unranked,Unranked,Unranked ,No
Politeknik LP3I Makassar,Politeknik,Baik,3/29/2021,9,Makassar,Sulawesi Selatan,54,971,Extra Small,Unranked,Unranked,Unranked ,No
Politeknik Maritim AMI Makassar,Politeknik,Baik Sekali,10/10/2000,9,Makassar,Sulawesi Selatan,70,933,Extra Small,Unranked,Unranked,Unranked ,No
Politeknik Muhammadiyah Makassar,Politeknik,Tidak Terakreditasi,6/21/2023,9,Makassar,Sulawesi Selatan,0,0,Extra Small,Unranked,Unranked,Unranked ,No
